image_id,article_slug,pin_variant,pin_type,pin_id,source_signature,article_title,exact_prompt,priority
manual-b02-011-budget-front-yard-starter-landscaping-plan-c,budget-front-yard-starter-landscaping-plan,C,C,budget-front-yard-starter-landscaping-plan-c,manual-batch-02:budget-front-yard-starter-landscaping-plan-c,Budget Front Yard Starter Landscaping Plan,"Create one realistic professional photography image for the exact article title: ""Budget Front Yard Starter Landscaping Plan"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Budget Front Yard Starter Landscaping Plan"" immediately, not a generic yard. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, morning side light, crisp mulch and plant texture, natural color, editorial depth. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for budget-front-yard-starter-landscaping-plan-c only, with source_signature manual-batch-02:budget-front-yard-starter-landscaping-plan-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",11
manual-b02-012-cheap-front-yard-curb-appeal-weekend-projects-c,cheap-front-yard-curb-appeal-weekend-projects,C,C,cheap-front-yard-curb-appeal-weekend-projects-c,manual-batch-02:cheap-front-yard-curb-appeal-weekend-projects-c,Cheap Front Yard Curb Appeal Weekend Projects,"Create one realistic professional photography image for the exact article title: ""Cheap Front Yard Curb Appeal Weekend Projects"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Cheap Front Yard Curb Appeal Weekend Projects"" immediately, not a generic yard. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, soft late-afternoon light, clean path lines, layered shrubs, realistic curb appeal. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for cheap-front-yard-curb-appeal-weekend-projects-c only, with source_signature manual-batch-02:cheap-front-yard-curb-appeal-weekend-projects-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",12
manual-b02-013-cheap-front-yard-rock-landscaping-ideas-c,cheap-front-yard-rock-landscaping-ideas,C,C,cheap-front-yard-rock-landscaping-ideas-c,manual-batch-02:cheap-front-yard-rock-landscaping-ideas-c,Cheap Front Yard Rock Landscaping Ideas,"Create one realistic professional photography image for the exact article title: ""Cheap Front Yard Rock Landscaping Ideas"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Cheap Front Yard Rock Landscaping Ideas"" immediately, not a generic yard. Required visual element: clearly visible rocks, boulders, stone, or gravel landscaping. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, bright overcast daylight, balanced shadows, detailed soil and stone texture. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for cheap-front-yard-rock-landscaping-ideas-c only, with source_signature manual-batch-02:cheap-front-yard-rock-landscaping-ideas-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",13
manual-b02-014-curb-appeal-landscaping-for-black-houses-c,curb-appeal-landscaping-for-black-houses,C,C,curb-appeal-landscaping-for-black-houses-c,manual-batch-02:curb-appeal-landscaping-for-black-houses-c,Curb Appeal Landscaping for Black Houses,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping for Black Houses"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping for Black Houses"" immediately, not a generic yard. Required visual element: a clearly visible black or dark USA home exterior with front yard landscaping. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, street-level DSLR framing, natural lens perspective, clear foreground landscaping. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-for-black-houses-c only, with source_signature manual-batch-02:curb-appeal-landscaping-for-black-houses-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",14
manual-b02-015-curb-appeal-landscaping-for-blue-houses-c,curb-appeal-landscaping-for-blue-houses,C,C,curb-appeal-landscaping-for-blue-houses-c,manual-batch-02:curb-appeal-landscaping-for-blue-houses-c,Curb Appeal Landscaping for Blue Houses,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping for Blue Houses"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping for Blue Houses"" immediately, not a generic yard. Required visual element: a clearly visible blue USA home exterior with front yard landscaping. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, slightly elevated porch-facing angle, tidy edges, believable suburban scale. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-for-blue-houses-c only, with source_signature manual-batch-02:curb-appeal-landscaping-for-blue-houses-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",15
manual-b02-016-curb-appeal-landscaping-for-craftsman-bungalows-c,curb-appeal-landscaping-for-craftsman-bungalows,C,C,curb-appeal-landscaping-for-craftsman-bungalows-c,manual-batch-02:curb-appeal-landscaping-for-craftsman-bungalows-c,Curb Appeal Landscaping for Craftsman Bungalows,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping for Craftsman Bungalows"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping for Craftsman Bungalows"" immediately, not a generic yard. Required visual element: a clearly visible front yard landscape and USA home exterior matching the article title. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, low garden-bed viewpoint, strong foreground material texture, natural planting rhythm. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-for-craftsman-bungalows-c only, with source_signature manual-batch-02:curb-appeal-landscaping-for-craftsman-bungalows-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",16
manual-b02-017-curb-appeal-landscaping-for-farmhouse-exteriors-c,curb-appeal-landscaping-for-farmhouse-exteriors,C,C,curb-appeal-landscaping-for-farmhouse-exteriors-c,manual-batch-02:curb-appeal-landscaping-for-farmhouse-exteriors-c,Curb Appeal Landscaping for Farmhouse Exteriors,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping for Farmhouse Exteriors"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping for Farmhouse Exteriors"" immediately, not a generic yard. Required visual element: a clearly visible white farmhouse exterior with front yard landscaping. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, diagonal walkway-led composition, visible facade context, polished but lived-in yard. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-for-farmhouse-exteriors-c only, with source_signature manual-batch-02:curb-appeal-landscaping-for-farmhouse-exteriors-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",17
manual-b02-018-curb-appeal-landscaping-for-gray-houses-c,curb-appeal-landscaping-for-gray-houses,C,C,curb-appeal-landscaping-for-gray-houses-c,manual-batch-02:curb-appeal-landscaping-for-gray-houses-c,Curb Appeal Landscaping for Gray Houses,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping for Gray Houses"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping for Gray Houses"" immediately, not a generic yard. Required visual element: a clearly visible gray or charcoal USA home exterior with front yard landscaping. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, front-corner perspective, layered planting depth, realistic American neighborhood feel. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-for-gray-houses-c only, with source_signature manual-batch-02:curb-appeal-landscaping-for-gray-houses-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",18
manual-b02-019-curb-appeal-landscaping-for-small-ranch-houses-c,curb-appeal-landscaping-for-small-ranch-houses,C,C,curb-appeal-landscaping-for-small-ranch-houses-c,manual-batch-02:curb-appeal-landscaping-for-small-ranch-houses-c,Curb Appeal Landscaping for Small Ranch Houses,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping for Small Ranch Houses"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping for Small Ranch Houses"" immediately, not a generic yard. Required visual element: a clearly visible small compact front yard in front of a USA home exterior. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, clean editorial framing, true-to-life plant scale, no staged showroom look. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-for-small-ranch-houses-c only, with source_signature manual-batch-02:curb-appeal-landscaping-for-small-ranch-houses-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",19
manual-b02-020-curb-appeal-landscaping-for-stone-houses-c,curb-appeal-landscaping-for-stone-houses,C,C,curb-appeal-landscaping-for-stone-houses-c,manual-batch-02:curb-appeal-landscaping-for-stone-houses-c,Curb Appeal Landscaping for Stone Houses,"Create one realistic professional photography image for the exact article title: ""Curb Appeal Landscaping for Stone Houses"". Pin type C: three-quarter entry-angle composition from the walkway or driveway edge, with depth through the front yard and a fresh perspective distinct from a wide hero or close detail view. Exact title match requirement: the image must visually communicate ""Curb Appeal Landscaping for Stone Houses"" immediately, not a generic yard. Required visual element: clearly visible rocks, boulders, stone, or gravel landscaping. Scene must be a USA suburban front yard with a visible house exterior. Landscaping is the main subject, and the front yard occupies at least 40% of the visible scene. Use realistic front yard landscaping, natural daylight, believable USA suburban scale, real plants, real soil, real mulch, real stone or brick texture, and polished curb appeal. Pinterest vertical 1000x1500, portrait 2:3, crisp DSLR architectural-garden photography, natural daylight with sharp detail, practical curb appeal, real materials and plants. Keep the composition ready for later overlay space, but do not add overlay content. Source uniqueness: create a unique source image for curb-appeal-landscaping-for-stone-houses-c only, with source_signature manual-batch-02:curb-appeal-landscaping-for-stone-houses-c; do not reuse an existing source image or a source image assigned to any other Pin. Negative requirements: no people, no vehicles, no interiors, no watermark, no text, no logo, no signage, no fantasy style, no CGI, no illustration, no Unsplash+ or premium stock source.",20
